year,month,day,issue,num_pages,topics,subtopics,method
1916,12,31,306,34,angriffe somme|verſenkt von|und ſich|blusen geſucht|pf kleider,angriffe|somme|der somme|an der|an,bertopic
1917,01,02,1,6,theater uhr|und dr|majeſtät den|die es|von und,theater|uhr|berlin|10|von,bertopic
1917,01,02,2,4,akt 50|und von|er dem|von und|der des,akt|50|10|ist|25,bertopic
1917,01,03,1,22,ss 55|am geb|berlin norden|min perſonenzug|uhr anfang uhr,ss|55|25|100|75,bertopic
1917,01,04,2,24,leutnants nr|uhr freitag|geſucht bl|truppen juli|deutſchland frankreich,leutnants|nr|zu leutnants|der reſerve|reſerve,bertopic
1917,01,05,3,23,er angeklagten|ich wir|nr zu leutnants|er im|millionen aus,er|angeklagten|angeklagte|das|dr,bertopic
1917,01,06,4,22,55 20|die in|geſucht für|ein ich|pfund für,55|20|22|35|33,bertopic
1917,01,07,5,29,nr leutnants|stickerei cm|stelle für die stelle|vermögen beſitzſteuer|lehrerin einkommen,nr|leutnants|zu leutnants|leutnants der|inſ,bertopic
1917,01,08,12,6,von der|uhr theater|gerichtsſchreiber werden|ſie dort|100 50,von|der|unſere|in|und,bertopic
1917,01,08,13,4,50 25|und die|von der|die der|iſt als,50|25|100|75|10,bertopic
1917,01,09,6,22,berlin geb|kriegsbeſchädigten werden|sich 000|ich mir|prozent dividende,berlin|geb|stuttgart|leipzig|rudolf,bertopic
1917,01,10,7,22,feind angriff|nr leutnants|ss en|und das|millionen prozent,feind|angriff|truppen|unſere|der feind,bertopic
1917,01,11,8,22,en 25|der ſtädtiſchen|mark betragen|feind stellung|belgien prozent,en|25|22|aa|55,bertopic
1917,01,12,9,22,die von|uhr theater|en 55|ich war|des der,die|von|man|der|iſt,bertopic
1917,01,13,10,22,ich mich|50 00|herren praktiſchen|er ſeiner|uhr theater,ich|mich|mir|war|wieder,bertopic
1917,01,14,11,28,meldungen stelle für|nicht wechſeln|1917 januar 1917|ausſtellung das|profeſſor lehrerin,meldungen|stelle für|april|zum april|für eine,bertopic
1917,01,15,11,10,der die|an der an|sie ich|aerztlicher leiter apoth|tonnen stapellauf,der|die|des|und|in,bertopic
1917,01,16,12,22,pf mit|majeſtät deutſchen|en ss|frau meine|kilometer schaffnerinnen,pf|mit|25|00|75,bertopic
1917,01,17,13,21,hr geb|deutſchen kaiſer|geſucht lohn|mark 000|aufführung komödie,hr|geb|dem|in|berlin,bertopic
1917,01,18,14,14,reſ zu leutnants|uhr theater|bevölkerung die|gegenſtände ablieferung|22 ee,reſ|zu leutnants|leutnants|nr|leutnants der,bertopic
1917,01,19,15,21,millionen prozent|auf die|95 pi|in berlin berlin|en 55,millionen|prozent|millionen mark|sich|mark,bertopic
1917,01,20,16,30,landwirtſchaft die|dampfer schiffe|briand eine|front an|tochter jan,landwirtſchaft|die|werden|für die|nicht,bertopic
1917,01,21,17,37,meldungen stelle für|ſie wir|botſchafter gäſte|hamburg breslau|geſucht geſ,meldungen|stelle für|die stelle|einkommen|stelle,bertopic
1917,01,22,17,10,von artilleriefeuer|frau kupfer|der kälte|boot januar|berlin leipziger,von|artilleriefeuer|front|der|und,bertopic
1917,01,23,18,22,anleihe millionen|es und|rußland die|sich die|55 en,anleihe|millionen|lire|prozent|000,bertopic
1917,01,24,19,14,leutnants zu leutnants|des wurde|25 22|seiten preis|früherer preis,leutnants|zu leutnants|nr|leutnants der|reſerve,bertopic
1917,01,25,20,28,und mit|ich mir|königlichen ausbildung|55 en|unſere an,und|mit|es|ſein|ſich,bertopic
1917,01,26,21,22,millionen prozent|10 berlin|22 en|wilſons botſchaft|gefangene maſchinengewehre,millionen|prozent|sich|dividende|1916,bertopic
1917,01,27,22,24,vizewachtmeiſter leutnants|für eine stelle für|für einen meldungen|brot kundenliſte|wir volkes,vizewachtmeiſter|leutnants|leutnants der|lt|zu leutnants,bertopic
1917,01,28,23,28,uhr theater|ſie mut|cm 110|leiden ſtatt|sozialdemokratie parteien,uhr|theater|von|teil|dem,bertopic
1917,01,29,24,10,die der|50 11|berlin theater|des der|uhr theater,die|der|daß|regierung|und,bertopic
1917,01,30,24,20,geb geſucht|urteil iſt|dampfer beſatzung|ausgabe mark|sich sehr,geb|geſucht|familie|berlin|preis,bertopic
1917,01,31,25,22,es und|55 22|der über|kaiſer und|kirche rumänien,es|und|iſt|nach|noch,bertopic
1917,02,01,26,28,55 22|ich mir|geſucht ſofort|sind ausgewiesenen|busbeck er,55|22|52|35|11,bertopic
1917,02,02,27,20,die schiffe|uhr theater|55 en|die iſt|es deutſchen,die|schiffe|dampfer|deutſche|engliſchen,bertopic
1917,02,03,28,14,10 berlin|00 25|geſucht ſofort|deutſchland preſſe|grad im,10|berlin|regt|geſucht|uhr,bertopic
1917,02,04,29,24,uhr aufführung|sich die|ſie das|55 22|april zum april,uhr|aufführung|theater|von|zur aufführung,bertopic
1917,02,05,29,10,der und|berlin uhr|februar die|front an der|millionen millionen mark,der|und|des|dem|hat,bertopic
1917,02,06,30,22,daß deutſchland|er und|theater uhr|am beerdigung|ss 35,daß|deutſchland|die|staaten|amerika,bertopic
1917,02,07,31,22,schiffe daß|angenommen wird|konzert in dem|ſich einſamkeit|kilogramm gefahr,schiffe|daß|dampfer|februar|deutſchen,bertopic
1917,02,08,32,22,ss se|deutſchland staaten|die für|millionen 1916|zu werden,ss|se|22|en|55,bertopic
1917,02,09,33,22,leutnants zu leutnants|prozent aktien|schweiz frankreich|henny porten|kirche lehrer,leutnants|zu leutnants|leutnants der|vizefeldwebel|aufgeb,bertopic
1917,02,10,34,20,schiffe die|stelle für april|prozent millionen|geb str|front von,schiffe|die|dampfer|von|der,bertopic
1917,02,11,35,16,nr aufgeb|uhr sonntag|berlin gehörig|en se|und die,nr|aufgeb|inf|dieſes|berlin,bertopic
1917,02,12,35,18,von front|die der|millionen mark|für werden|iſt in,von|front|bei|wurden|und,bertopic
1917,02,13,36,20,55 22|milch pfund|wilſon daß|georgette madame|werden ſeien,55|22|33|23|en,bertopic
1917,02,14,37,19,darf brot|kaiſer des|sie ich|man preiſe|verein uhr,darf|brot|gramm|werden|kuchen,bertopic
1917,02,15,38,20,en 22|geb uhr|der wohnungen|pfennig doll|000 prozent,en|22|se|20|55,bertopic
1917,02,16,39,22,en 55|schiffe februar|geſucht tüchtige|feindliche unſere|berlin berliner,en|55|25|23|52,bertopic
1917,02,17,40,30,berlin 10|wir frieden|uhr anfang uhr|uhr theater|wahlrecht verwaltung,berlin|10|verlag|vorm|zabel,bertopic
1917,02,18,41,24,prozent dividende|pf 75|april meldungen|vizewachtmeiſter vizefeldwebel|zimmer vermieten,prozent|dividende|1916|sich|000,bertopic
1917,02,19,41,10,uhr berlin|von in|sich prozent|sie ihnen|dampfer tonnen,uhr|berlin|50|und|75,bertopic
1917,02,20,42,20,55 en|die der|50 75|ſei werde|des wahl,55|en|s5|35|22,bertopic
1917,02,21,43,20,00 55|er sie|und mit|prozent dividende|pi 75,00|55|25|en|50,bertopic
1917,02,22,44,22,geſucht uhr|ſofort oder|und von|prozent millionen|00 50,geſucht|uhr|sonntag|für|anfang uhr,bertopic
1917,02,23,45,20,beim und|die zu|25 ge|prozent dividende|england schiffe,beim|und|war|hatte|das,bertopic
1917,02,24,46,21,55 35|11 10|holländiſche februar|links links und|die ſich,55|35|25|555|95,bertopic
1917,02,25,47,28,aufgeb landw|die beamten|meldungen april|kartoffeln werden|meldungen für einen,aufgeb|landw|leutnants|lt|zu leutnants,bertopic
1917,02,26,47,10,50 uhr|000 prozent|front von|des der|die man,50|uhr|und|berlin|von,bertopic
1917,02,27,48,21,engländer februar|millionen millionen mark|der vorſitzenden|theater von|berlin sw,engländer|februar|wurden|türkiſchen|engliſchen,bertopic
1917,02,28,49,21,prozent 000|leutnants zu leutnants|wurden front|kupfer habe|in kraft märz,prozent|000|gesellschaft|millionen|sich,bertopic
1917,03,01,50,24,55 en|theater uhr|abg partei|madame ihr|dampfer laconia,55|en|22|52|35,bertopic
1917,03,02,51,22,uhr nr|und er|35 en|zu preiſe|gefangene unſerer,uhr|nr|berlin|50|in,bertopic
1917,03,03,52,22,00 en|tonnen an der|haußmann links|iſt die|bedürfen kunſt,00|en|50|25|55,bertopic
1917,03,04,53,28,meter 50|55 ss|dr des|nicht notwendigkeit|reg inf,meter|50|cm|75|00,bertopic
1917,03,05,53,12,einkommen april|millionen millionen mark|ſie frau|oberlehrer dr|ien dr med,einkommen|april|für eine|zum april|stelle für,bertopic
1917,03,06,54,22,ſie er|22 55|die des|akt akt ges|anfang von,ſie|er|sie|ihn|ihr,bertopic
1917,03,07,55,22,prozent kr|nr inſ|theater uhr|en 22|ich den,prozent|kr|dividende|gesellschaft|1916,bertopic
1917,03,08,56,22,er der|er dichter|tonnen märz|en 55|deutſchen herzog,er|der|ihm|die|ihn,bertopic
1917,03,09,57,22,55 22|des die|daß conrad|sonntag man nicht|mein lieber,55|22|s5|25|20,bertopic
1917,03,10,58,22,prozent millionen|uhr anfang uhr|22 20|güteverfahren daß|schiffe die,prozent|millionen|dividende|000|mark,bertopic
1917,03,11,59,28,dr geheimer|an meldungen|meter cm|en 55|vizefeldwebel dr,dr|geheimer|vorſitzender|vorſitzender des|des,bertopic
1917,03,12,59,10,und wir|millionen mark|von der|der die|kriegsgefangenen franzöſiſchen,und|wir|die|der|ein,bertopic
1917,03,13,60,24,en se|nennwert mark|000 prozent|rußland ruſſiſchen|er sie,en|se|22|55|20,bertopic
1917,03,14,61,20,55 25|nennwert mark|ſüdlich höhe|sehr heiterkeit|uhr theater,55|25|en|33|ae,bertopic
1917,03,15,62,22,herrenhaus links|petersburg die|schiffe dampfer|für damen damen|polizei selbſtverwaltung,herrenhaus|links|die|der|das,bertopic
1917,03,16,63,24,der die|en 55|an soldaten|strauß in der|schiffe engliſchen,der|die|petersburg|und|ſich,bertopic
1917,03,17,64,24,en 55|stelle für meldungen|dividende prozent|deutſchen wir|meldungen gehaltsforderung,en|55|ee|us|ge,bertopic
1917,03,18,65,24,aus mit|35 20|millionen mark|50 75|man deutſchen,aus|mit|farben|seide|cm,bertopic
1917,03,19,142,8,nr vizefeldwebel|uhr theater|rußland die|um deutſchen|von märz,nr|vizefeldwebel|leutnants|stall|zu leutnants,bertopic
1917,03,19,143,4,berlin 50|der die|von der|die der|millionen millionen mark,berlin|50|20|in|25,bertopic
1917,03,20,66,20,er ſie|des handels|22 55|rußland ruſſiſchen|werden ſind,er|ſie|war|nicht|ihm,bertopic
1917,03,21,67,24,der die|berlin herrn|en 55|unſere gegner|seiten ſetzt,der|die|regierung|in|ruſſiſchen,bertopic
1917,03,22,68,22,regierung der|55 en|uhr sonntag|geb herr|ja ſo,regierung|der|die|rußland|und,bertopic
1917,03,23,69,22,55 85|theater uhr|millionen mark|uhr sonntag|der ſo,55|85|32|355|jo,bertopic
1917,03,24,70,24,leutnants nr|stelle für meldungen|ja fräulein|55 22|ruſſiſchen rußland,leutnants|nr|zu leutnants|leutnants der|reſerve,bertopic
1917,03,25,71,24,pf 50|000 mark|55 35|und deutſchen|berlin 10 uhr,pf|50|95|00|75,bertopic
1917,03,26,155,6,uhr theater|unſere auf|berlin str|to dampfer|die regierung,uhr|theater|uhr die|25|dienstag,bertopic
1917,03,26,156,4,50 mark|von der|millionen mark|die ſich|der aktien,50|mark|berlin|25|20,bertopic
1917,03,27,72,22,55 en|die in|ruſſiſchen rußland|prozent millionen|man die,55|en|22|ee|35,bertopic
1917,03,28,73,22,berlin str|55 ss|dichter karl|front der feind|der die,berlin|str|am|geh|nikolaus,bertopic
1917,03,29,74,22,zu hat|55 en|prozent dividende|er war|tonnen dampfer,zu|hat|des|nicht|herrenhaus,bertopic
1917,03,30,75,28,en 55|von gefangene|rußland ruſſiſchen|uhr theater|beerdigung märz,en|55|22|85|35,bertopic
1917,03,31,76,24,55 en|000 1916|für einen meldungen|soldaten rußland|geldſtrafe gefängnis,55|en|45|52|35,bertopic
1917,04,01,77,27,leutnants der reſerve|uhr geſchloſſen|75 50|ſich den|januar mark,leutnants|der reſerve|reſerve|aufgeb|inſ,bertopic
1917,04,02,168,8,von uhr|millionen sich|unſere zwei|00 75|in eine,von|uhr|mark|theater|berlin,bertopic
1917,04,02,169,4,berlin 50|von und|ich und|die der|die prozent,berlin|50|und|20|35,bertopic
1917,04,03,78,21,millionen 000|kranz dr|für in|kinder der kinder|ruſſiſche finnland,millionen|000|prozent|dividende|millionen mark,bertopic
1917,04,04,79,24,uhr sonnabend|nr vizefeldwebel|en ee|des zu|front von,uhr|sonnabend|königlichen|von|theater,bertopic
1917,04,05,80,22,wir den|00 25|millionen millionen mark|ſie ihr|des und,wir|den|amerikas|die|daß,bertopic
1917,04,06,81,18,bad klassen|bei berlin|prozent 000|ſie war|und die,bad|klassen|sonnabend|von|und,bertopic
1917,04,07,177,4,uhr 50|die der|unſere der|flugzeuge und|ihr in,uhr|50|10|theater|berlin,bertopic
1917,04,07,178,4,uhr die|000 auf|der von|der die|der die,uhr|die|und|theater|der,bertopic
1917,04,08,82,24,ss 55|berlin gehörig|leben gott|noch wie|unſerer unſere,ss|55|en|ae|20,bertopic
1917,04,09,180,8,berlin für|die der|vor das|10 ferner|dampfer tonnen,berlin|für|str|50|35,bertopic
1917,04,10,181,4,mark millionen|die prozent|der von|die daß|er der,mark|millionen|millionen mark|50|000,bertopic
1917,04,11,83,22,en 55|sich nicht|ſie nicht|ruſſiſchen rußland|abschreibungen sich,en|55|25|35|95,bertopic
1917,04,12,84,24,wurden arras|regts regts nr|se 55|regierung die|krantz er,wurden|arras|unſere|von|front,bertopic
1917,04,13,85,24,en 55|feindliche wurden|mark 000|leutnants zu leutnants|reiche mit,en|55|22|50|se,bertopic
1917,04,14,86,22,feindliche unſere|en 55|volk wie|für einen meldungen|inſ landw,feindliche|unſere|von|wurden|feuer,bertopic
1917,04,15,87,24,50 meter|leutnants der reſerve|00 55|iſt polen|generalversammlung dividende,50|meter|cm|75|bis,bertopic
1917,04,16,191,6,die petersburg|der in|feindliche an der|10 pl|ich und,die|petersburg|der|den|petersburger,bertopic
1917,04,16,192,4,der von|berlin und|die der|die der|daß in,der|von|in|und|die,bertopic
1917,04,17,88,22,en 55|bauern war|fleiſch für|uhr sonnabend|er ſie,en|55|se|ee|22,bertopic
1917,04,18,89,22,en 25|prozent mark|berlin str|franzoſen der|vizefeldwebel leutnants,en|25|55|20|22,bertopic
1917,04,19,90,22,00 en|franzöſiſchen kilometer|ruſſiſchen rußland|werden letzten|unſere gefangene,00|en|25|62|87,bertopic
1917,04,20,91,20,millionen sich|en se|sie ja|selbſt es|50 100,millionen|sich|gesellschaft|prozent|mark,bertopic
1917,04,21,92,22,uhr theater|000 1916|en se|leutnants lt|angriffe franzöſiſchen,uhr|theater|sonntag|anfang|verlorene,bertopic
1917,04,22,93,24,en se|und nicht|50 75|war sie|cm meter,en|se|55|25|aa,bertopic
1917,04,23,204,8,von der|uhr das|für einen meldungen|leutnants zu leutnants|10 pl,von|der|unſere|die|und,bertopic
1917,04,23,205,4,die der|der wir|von und|die der|dampfer die,die|der|in|und|von,bertopic
1917,04,24,94,20,55 25|berlin co|ſie ihr|theater uhr|von unſere,55|25|35|en|50,bertopic
1917,04,25,95,24,ausgabe uhr|en 55|königlichen am|zimmer am|95 pi,ausgabe|uhr|teil|nachrichten|sonntag,bertopic
1917,04,26,96,22,engländer an|en aa|die das|ſie ihr|50 pfund,engländer|an|der|die engländer|feuer,bertopic
1917,04,27,97,20,geb dr|en 22|der die|auch werden|ges ellen,geb|dr|heft|berlin|von dr,bertopic
1917,04,28,98,22,iſt das|admiralität schiffe|en 55|recht iſt|sich 000,iſt|das|ein|wie|ſie,bertopic
1917,04,29,99,24,berlin gesellschaft|uhr aufführung|ae 25|rußland die|aus cm,berlin|gesellschaft|geb|wien|str,bertopic
1917,04,30,217,8,der die|reſerve leutnants|an meldungen|berlin für|uhr geſtern,der|die|von|und|in,bertopic
1917,05,01,100,26,iſt die|geb leutn|das nicht|en 55|tonnen schiffe,iſt|die|des|das|der,bertopic
1917,05,02,101,22,ich er|die daß|millionen millionen mark|rußland die|ss se,ich|er|du|iſt|nicht,bertopic
1917,05,03,102,26,ss en|feindliche unſere|sohn am|sie ich|intereſſen gemeinden,ss|en|55|22|us,bertopic
1917,05,04,103,18,55 00|uhr mit|er zu|10 11|verluſte engländer,55|00|ss|50|25,bertopic
1917,05,05,104,10,die der|und die|sie ſie|geb in|am mutter,die|der|und|des|in,bertopic
1917,05,06,105,24,uhr berlin|00 cm|die und|sie fräulein|ſei habe,uhr|berlin|in|von|am,bertopic
1917,05,07,230,8,die der|reſerve inſ|meldungen die stelle|millionen der|10 ferner,die|der|und|von|in,bertopic
1917,05,07,231,4,der die|und berlin|von für|der die|50 25,der|die|und|von|zu,bertopic
1917,05,08,106,24,von und|nr wilhelm|regierung petersburg|55 en|was ſie,von|und|unſere|in|den,bertopic
1917,05,09,107,21,iſt des|uhr theater|wahl der|geb herrn|feuer angriff,iſt|des|das|wenn|die,bertopic
1917,05,10,108,22,feindliche angriff|ss 55|marine beifall|dem klaſſe|aktien millionen,feindliche|angriff|wurden|gegen|mai,bertopic
1917,05,11,109,20,wurden am|millionen mark|für man|theater uhr|dr prosp,wurden|am|von|angriff|in,bertopic
1917,05,12,110,22,von und|10 11|uhr theater|ſie war|en 55,von|und|die|wurden|der,bertopic
1917,05,13,111,24,abſchnitt pfund|uhr theater|do 22|für einen meldungen|wurden feindliche,abſchnitt|pfund|nicht|die|für,bertopic
1917,05,14,243,6,uhr berlin|der in|die der|10 ferner|er nach,uhr|berlin|und|für|berliner,bertopic
1917,05,14,244,4,der die|die der|ein der,der|die|und|in|den,bertopic
1917,05,15,112,24,den die|rußland ruſſiſchen|wir deutſche|pfund 50|frauen du,den|die|für|der|zur,bertopic
1917,05,16,113,18,uhr von|mai der|wir nicht|die der|en 20,uhr|von|der|in|theater,bertopic
1917,05,17,114,20,en 22|pf 55|dividende prozent|die unſere|kriegsminiſter abg,en|22|25|20|35,bertopic
1917,05,18,250,4,uhr theater|und der|der die|ferner pl|der die,uhr|theater|berlin|und|theater uhr,bertopic
1917,05,18,251,4,berlin str|der die|und der|uhr ich|auf 000,berlin|str|mit|und|nr,bertopic
1917,05,19,115,22,ſie ihr|en ss|pariſer engliſchen|verteilungsſtelle wird|habe ſei,ſie|ihr|fräulein|hätte|anna,bertopic
1917,05,20,116,24,schwarz mit|prozent dividende|55 en|uhr gehörig|franzöſiſche frankreich,schwarz|mit|50|weiß|farbig,bertopic
1917,05,21,255,6,die der|der in|10 ferner|uhr theater|berlin bank,die|der|des|und|daß,bertopic
1917,05,21,256,4,unſere der|berlin dr|die der|der des|die nicht,unſere|der|in|front|von,bertopic
1917,05,22,117,22,sonntag uhr|des den|sich dividende|berlin gemarkung|aline er,sonntag|uhr|montag|berg|ver,bertopic
1917,05,23,118,22,die der|uhr von|und die|25 22|der brandſtätte,die|der|eine|iſt|in,bertopic
1917,05,24,119,22,der franzoſen|55 11|charlottenburg berlin|000 prozent|oder strafkammer,der|franzoſen|die|unſere|den,bertopic
1917,05,25,120,20,dem in|luther martin|unſere stellungen|prozent dividende|berlin berliner,dem|in|und dem|klaſſe|des,bertopic
1917,05,26,121,20,uhr und|und von|millionen mark|ſie schmoranz|en 55,uhr|und|der|in|von,bertopic
1917,05,27,122,24,meter cm|55 22|deutſchen wir|berlin etc|rußland nach,meter|cm|00|50|breit,bertopic
1917,05,28,268,8,in von|berlin gesellschaft|die der|uhr theater|00 50,in|von|der|die|an,bertopic
1917,05,29,269,4,und ges|in mai|der die|millionen mark|der regierung,und|ges|mittwoch|mit|75,bertopic
1917,05,30,123,22,gesellschaft prozent|für einen meldungen|und das|feuer feindliche|berlin geb,gesellschaft|prozent|000|auf|sich,bertopic
1917,05,31,124,22,uhr theater|tonnen am|pension hotel|iren amerika|deutſchland zu,uhr|theater|freitag|sonnabend|male,bertopic
1917,06,01,125,18,front feindliche|mark für|der und|uhr theater|er zu,front|feindliche|unſere|mai|der,bertopic
1917,06,02,126,17,prozent millionen|285 nichts|des reichsverfaſſung|univerſität die|sozialiſten ungariſchen,prozent|millionen|000|gesellschaft|sich,bertopic
1917,06,03,127,24,damen strasse|nr inſ|uhr theater|und ein|er war,damen|strasse|für|uhr|und,bertopic
1917,06,04,279,6,10 ferner|der in|die der|im rennen|bei durch,10|ferner|tot|18|16,bertopic
1917,06,04,280,4,der 50|mark millionen|er und|die für|front der,der|50|und|in|ein,bertopic
1917,06,05,128,20,deutſchland daß|meldungen die stelle|die stelle stelle|dem juni mittwoch dem|war fürſtin,deutſchland|daß|es|kommen|ſie,bertopic
1917,06,06,129,20,für die|an der|regierung die|er war|theater uhr,für|die|auf|konto|wie,bertopic
1917,06,07,130,20,50 00|prozent millionen|die der|berlin zentrum|in 1913,50|00|75|pf|10,bertopic
1917,06,08,131,18,das er|engländer und|22 en|ist verkehr|berlin geb,das|er|ſie|und|als,bertopic
1917,06,09,132,18,und er|theater uhr|magiſtratskommiſſar militärangelegenheiten|england es|millionen sich,und|er|ſich|sie|ſie,bertopic
1917,06,10,133,24,prozent sich|50 mit|stelle für die stelle|er hatte|für einen einen,prozent|sich|gesellschaft|millionen|000,bertopic
1917,06,11,292,6,die der|der die|uhr theater|10 ferner|gewann harlekin,die|der|von|und|juni,bertopic
1917,06,11,293,4,berlin in|unſere von|die kriegsanleihe|mark millionen|ruſſiſchen den,berlin|in|von|und|100,bertopic
1917,06,12,134,20,pf 75|front bei|stadt die|konto 000|und ihm,pf|75|pi|70|25,bertopic
1917,06,13,135,20,leutnants nr|die rußland|italieniſchen feind|die iſt|uhr theater,leutnants|nr|zu leutnants|leutnants der|fußart,bertopic
1917,06,14,136,20,hotel zimmer|50 25|offenſive engländer|regierung kabinett|des wegen,hotel|zimmer|verpflegung|gute|pension,bertopic
1917,06,15,137,18,war ſie|theater werk|heute könig|verluſte gräben|könig griechenland,war|ſie|du|armand|ich,bertopic
1917,06,16,138,18,den der|sanatorium herz|war er|bei dem dr|50 75,den|der|zur|nach|aber,bertopic
1917,06,17,139,20,50 00|geb berlin|am nachmittags|die stelle stelle|gut kurgäſte,50|00|75|mit|25,bertopic
1917,06,18,305,6,der in|10 ferner|wir und|theater comm|vor im,der|in|die|und|juni,bertopic
1917,06,18,306,4,die der|nicht wir|die der|50 25|ſie und,die|der|in|daß|juni,bertopic
1917,06,19,140,18,millionen millionen mark|teil gr|berlin geb|verpflegung kurgäſte|geſellſchaft beſchränkter,millionen|millionen mark|mark|sich|auf,bertopic
1917,06,20,141,20,hotel verpflegung|des polen|theater akten|berlin geb|der reſerve reſerve,hotel|verpflegung|zimmer|pension|lage,bertopic
1917,06,21,142,20,gr per|ein der|stockholm bedauern|ſetzt früherer|ſie du,gr|per|ſofort|per ſofort|konzert,bertopic
1917,06,22,143,18,von und|ruſſiſchen die|die nicht|95 22|sich sei,von|und|in|uhr|der,bertopic
1917,06,23,144,18,die zu|uhr theater|schiffe schiffsraum|war hatte|50 25,die|zu|werden|der|für,bertopic
1917,06,24,145,18,verpflegung ſind|berlin geb|uhr theater|vizewachtmeiſter vizefeldwebel|dr behandlung,verpflegung|ſind|vorhanden|iſt|die,bertopic
1917,06,25,318,6,von in|50 000|10 ferner|der die|wir rußland,von|in|in der|der|die,bertopic
1917,06,25,319,4,berlin 50|die der|der in|000 prozent|man noch,berlin|50|25|in|und,bertopic
1917,06,26,146,18,war kinder|werden vermieter|35 22|wurde des|die juni,war|kinder|ſie|und|hatte,bertopic
1917,06,27,147,17,000 habe|wurden unſere|millionen rubel rubel|meſſe leipziger|prozent millionen,000|habe|kupfer|zeuge|frau kupfer,bertopic
1917,06,28,148,22,ich er|die rußland|bild den|der die|mark kupfer,ich|er|du|war|nicht,bertopic
1917,06,29,149,18,hotel pension|ich er|die der|ſofort geſucht|für berlin,hotel|pension|zimmer|verpflegung|am,bertopic
1917,06,30,150,18,millionen sich|uhr theater|uns küſte|tonnen millionen|meter franzoſen,millionen|sich|fr|prozent|auf,bertopic
1917,07,01,151,16,uhr theater|die an|rußland deutſchland|00 50|geb geſt,uhr|theater|montag|in|und,bertopic
1917,07,02,331,6,die der|für unter|00 50|ohne ihre|der in,die|der|in|und|den,bertopic
1917,07,02,332,4,berlin geſucht|der die|frau daß|die juli|ich mich,berlin|geſucht|und|mit|unter,bertopic
1917,07,03,152,18,berlin geb|ſie ihr|wurden die|werden die|rußland ſo,berlin|geb|in|firma|zu berlin,bertopic
1917,07,04,153,18,ſie ich|ruſſen angriffe|berlin straße|geſucht ſofort geſucht|richter iſt,ſie|ich|und|wie|ihr,bertopic
1917,07,05,154,18,er ich|usw tüchtige|amerikaniſchen verſenkt|uhr theater|wohnungen großberlin,er|ich|du|ſie|und,bertopic
1917,07,06,155,18,wir und|millionen daß|er grumkow|flugzeuge juli|kaiſer das deutſche,wir|und|die|england|iſt,bertopic
1917,07,07,156,20,ruſſiſche der|er molière|theater uhr|verfaſſung verfaſſungsausſchuſſes|inhalt frau,ruſſiſche|der|von|ruſſen|front,bertopic
1917,07,08,157,18,in bad|geb leipzig|95 pi|deutſchen die|der den,in|bad|reg|preis|des,bertopic
1917,07,09,344,4,50 berlin|der und|die der|10 ferner|die der,50|berlin|25|der|und,bertopic
1917,07,09,345,4,für mit|die der|der die|calais england|feindliche auf,für|mit|der|und|die,bertopic
1917,07,10,158,18,kohlen verbraucher|eintritt unter|deutſchen deutſche|ſie frau|95 pi,kohlen|verbraucher|werden|für|zimmer,bertopic
1917,07,11,159,18,reichskanzler der reichskanzler|millionen mark|landwirtſchaft zentner|bewerbungen zeugnisabſchriften|geb berlin,reichskanzler|der reichskanzler|deutſchland|krieg|er,bertopic
1917,07,12,160,15,der die|der an|theater uhr|50 25|die nicht,der|die|des|den|iſt,bertopic
1917,07,13,161,16,bewerbungen schriftliche|ſofort geſucht|daß die|theater uhr|10 ferner,bewerbungen|schriftliche|ſuchen|geſucht|ſofort,bertopic
1917,07,14,162,19,hotel zimmer|literatur tänzerin|hindenburg ludendorff|die der|unſere wurden,hotel|zimmer|pension|komfort|lage,bertopic
1917,07,15,163,18,pe 35|00 25|am im|an und|deutschen die,pe|35|85|95|75,bertopic
1917,07,16,355,4,uhr 50|die der|der und|10 ferner|bis die,uhr|50|berlin|25|die,bertopic
1917,07,16,356,4,der in|der die|von die|die zu|der und,der|in|und|berlin|des,bertopic
1917,07,17,164,20,schiffe auf|die wir|000 prozent|seiten preis|uhr nachmittags,schiffe|auf|granaten|wurde|engländer,bertopic
1917,07,18,165,18,polen gothein|mill mark|dem eine|er geiſt|geb regt,polen|gothein|das|würde|in,bertopic
1917,07,19,166,18,unſere truppen|ich ſie|geſucht für|ruſſiſchen offenſive|er und,unſere|truppen|soldaten|und|der,bertopic
1917,07,20,167,18,uhr markthallen|schiffe holländiſchen|wir deutſchland|ruſſiſchen ruſſiſche|das das deutſche,uhr|markthallen|verkauf|für|der,bertopic
1917,07,21,168,18,truppen und|deutſchen die|theater uhr|heer ſich|st pfd,truppen|und|ruſſiſchen|ruſſen|von,bertopic
1917,07,22,169,18,35 55|berlin uhr|auch nicht|daß krieg|theater uhr,35|55|en|15|20,bertopic
1917,07,23,368,6,die der|in der|10 liefen|ſuchen geſucht|uhr markthallen,die|der|es|und|das,bertopic
1917,07,23,369,4,der die|und mit|fr die|für die,der|die|und|in|den,bertopic
1917,07,24,170,18,wir der erde|geb berlin|aktien 500|deutſchen der|und ſich,wir|der erde|die|erde|ein,bertopic
1917,07,25,171,18,des tarnopol|er war|berlin geſucht|oder wird|schule kinder,des|tarnopol|ſüdlich|die|der,bertopic
